,id,sentiment_scores,number of reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,neighbourhood_cleansed
3836,16151207,0.24285714285714288,7,93.0,10.0,8.0,10.0,9.0,10.0,10.0,$250.00,Loop
3837,16155282,0.39587500000000003,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,West Ridge
3838,16156797,0.3132,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$55.00,Grand Boulevard
3839,16163018,0.34017073170731715,41,95.0,10.0,10.0,10.0,9.0,10.0,10.0,$90.00,Loop
3840,16163330,0.3866923076923077,13,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$20.00,Humboldt Park
3841,16163867,0.3456,5,96.0,10.0,8.0,10.0,10.0,9.0,10.0,$50.00,South Lawndale
3842,16172970,0.2659166666666667,12,83.0,8.0,9.0,9.0,10.0,8.0,8.0,$25.00,South Shore
3843,16174963,0.29619999999999996,10,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$126.00,Logan Square
3844,16175923,0.39649999999999996,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$100.00,Edgewater
3845,16176886,0.297,2,95.0,9.0,10.0,10.0,10.0,10.0,10.0,$200.00,West Town
3846,16177132,0.371625,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$168.00,Near North Side
3847,16178088,0.3591250000000001,16,94.0,10.0,10.0,10.0,10.0,9.0,10.0,$115.00,Logan Square
3848,16184845,0.32995238095238105,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$57.00,Near North Side
3849,16187294,0.38208333333333333,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Lincoln Park
3850,16189546,0.3873333333333333,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$31.00,Albany Park
3851,16192132,0.33483333333333337,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$115.00,Lincoln Park
3852,16193059,0.1255,4,85.0,8.0,6.0,10.0,10.0,9.0,8.0,$50.00,Rogers Park
3853,16193495,0.17714285714285713,7,95.0,10.0,9.0,10.0,10.0,10.0,9.0,$150.00,Near North Side
3854,16194375,0.42791666666666667,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$139.00,Loop
3855,16194754,0.34450000000000003,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$129.00,Loop
3856,16202873,0.3519444444444445,18,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$86.00,Logan Square
3857,16206240,0.36433333333333334,3,100.0,10.0,10.0,10.0,10.0,9.0,9.0,$80.00,Avondale
3858,16207508,0.3297,20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Douglas
3859,16213713,0.553,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Edgewater
3860,16215126,0.297,11,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,Lincoln Park
3861,16216019,0.47611111111111115,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$129.00,Lincoln Park
3862,16217747,0.3081333333333333,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$49.00,North Center
3863,16220426,0.31747619047619047,42,92.0,10.0,9.0,10.0,10.0,10.0,10.0,$90.00,Lake View
3864,16225638,0.13,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$98.00,Loop
3865,16227240,0.2955,4,95.0,9.0,9.0,9.0,9.0,9.0,9.0,$55.00,Lake View
3866,16227422,0.3678,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Irving Park
3867,16229723,0.3233846153846154,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$61.00,Edgewater
3868,16236477,0.39366666666666666,3,100.0,10.0,9.0,9.0,10.0,10.0,10.0,$129.00,Grand Boulevard
3869,16241282,0.365,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Logan Square
3870,16244614,0.3832333333333333,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$154.00,Loop
3871,16244703,0.40142307692307705,26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$173.00,Loop
3872,16246111,0.2375,2,80.0,8.0,10.0,10.0,10.0,10.0,9.0,$75.00,Kenwood
3873,16246568,0.3800666666666667,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Near North Side
3874,16258036,0.38026190476190475,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Loop
3875,16259189,0.5875,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$48.00,West Town
3876,16269676,0.1988181818181818,11,58.0,7.0,6.0,8.0,8.0,6.0,7.0,$29.00,East Garfield Park
3877,16275886,0.3468888888888889,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$225.00,West Town
3878,16284475,0.455,2,80.0,10.0,10.0,10.0,10.0,10.0,8.0,$55.00,South Lawndale
3879,16289239,0.665,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Lake View
3880,16302641,0.294,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$22.00,Irving Park
3881,16302846,0.27275,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$79.00,Lake View
3882,16303271,0.366975,40,91.0,10.0,9.0,10.0,10.0,10.0,9.0,$75.00,Lake View
3883,16303329,0.34680000000000005,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Lower West Side
3884,16310732,0.23933333333333331,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$425.00,Near North Side
3885,16310924,0.34115789473684205,19,94.0,10.0,9.0,10.0,10.0,10.0,10.0,$70.00,Lincoln Park
3886,16312016,0.4491666666666667,6,100.0,9.0,10.0,10.0,10.0,10.0,10.0,$90.00,Humboldt Park
3887,16318864,0.43692307692307697,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$159.00,Lake View
3888,16321792,0.4478,10,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$130.00,Near West Side
3889,16331351,0.252,3,100.0,10.0,10.0,9.0,10.0,10.0,10.0,$150.00,Loop
3890,16336352,0.3509166666666667,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$37.00,Uptown
3891,16339367,0.5115714285714287,7,98.0,10.0,9.0,9.0,10.0,10.0,9.0,$99.00,Lincoln Park
3892,16343260,0.385,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Lower West Side
3893,16343693,0.3,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,$75.00,Lower West Side
3894,16343851,0.347,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,$150.00,Lower West Side
3895,16344481,0.140625,8,88.0,10.0,7.0,10.0,10.0,10.0,10.0,$200.00,Lincoln Park
3896,16352458,0.35,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$195.00,Near North Side
3897,16353834,0.1345,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$199.00,Near North Side
3898,16355347,0.38213043478260866,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$69.00,West Town
3899,16355554,0.31877777777777777,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$61.00,West Town
3900,16360610,0.329,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,Hyde Park
3901,16360805,0.1505,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Near North Side
3902,16361799,0.26090909090909087,11,92.0,9.0,10.0,10.0,9.0,10.0,9.0,$109.00,Near South Side
3903,16365205,0.36471428571428577,7,94.0,9.0,9.0,10.0,10.0,9.0,9.0,$25.00,South Lawndale
3904,16367827,0.281,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,Lake View
3905,16371960,0.19711111111111113,9,72.0,8.0,6.0,8.0,9.0,6.0,8.0,$29.00,East Garfield Park
3906,16376281,0.38150000000000006,10,97.0,10.0,10.0,10.0,9.0,9.0,10.0,$80.00,West Town
3907,16378280,0.3265555555555555,18,95.0,10.0,9.0,10.0,10.0,9.0,9.0,$117.00,Hyde Park
3908,16379318,0.37933333333333336,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$88.00,Lake View
3909,16381157,0.359,10,96.0,9.0,10.0,10.0,10.0,9.0,9.0,$150.00,Near West Side
3910,16382486,0.18780000000000002,5,100.0,10.0,9.0,10.0,10.0,9.0,9.0,$200.00,West Town
3911,16388723,0.3208333333333333,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$675.00,Near North Side
3912,16391986,0.3704444444444445,9,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$75.00,West Town
3913,16392471,0.26325,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$189.00,West Town
3914,16392656,0.33899999999999997,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,West Town
3915,16394258,0.297,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$399.00,Near North Side
3916,16395468,0.4071333333333333,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$300.00,Logan Square
3917,16395627,0.327,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$45.00,Uptown
3918,16396651,0.222,2,80.0,8.0,8.0,6.0,6.0,10.0,8.0,$52.00,Armour Square
3919,16398079,0.3216,10,89.0,10.0,9.0,10.0,9.0,10.0,9.0,$499.00,West Town
3920,16398122,0.3670625,16,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$81.00,Lake View
3921,16401681,0.748,1,80.0,8.0,8.0,8.0,8.0,8.0,8.0,$129.00,Near North Side
3922,16408143,0.292,3,96.0,10.0,8.0,9.0,10.0,10.0,10.0,$39.00,Avondale
3923,16408425,0.3481538461538461,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$63.00,Lincoln Park
3924,16408821,0.0595,4,65.0,7.0,6.0,8.0,8.0,8.0,7.0,$51.00,South Chicago
3925,16418900,0.24300000000000002,8,85.0,9.0,9.0,10.0,9.0,10.0,9.0,$399.00,West Town
3926,16424508,0.26999999999999996,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Logan Square
3927,16424924,0.453375,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$79.00,West Town
3928,16426545,0.3484999999999999,20,93.0,9.0,9.0,10.0,10.0,10.0,9.0,$94.00,West Town
3929,16437565,0.1035,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$199.00,Near West Side
3930,16439846,0.20450000000000002,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$100.00,Near West Side
3931,16440984,0.21839999999999998,5,92.0,10.0,10.0,9.0,9.0,9.0,10.0,$99.00,Armour Square
3932,16442292,0.561,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Near North Side
3933,16443323,0.08375,4,93.0,9.0,9.0,9.0,9.0,9.0,9.0,$95.00,Edgewater
3934,16445600,0.331,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$83.00,Lower West Side
3935,16447317,0.3162857142857143,42,90.0,9.0,9.0,10.0,10.0,9.0,9.0,$35.00,Bridgeport
3936,16453692,0.38380000000000003,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$999.00,Near North Side
3937,16462474,0.352,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$243.00,Uptown
3938,16467855,0.29041666666666666,12,92.0,10.0,9.0,10.0,10.0,10.0,10.0,$36.00,Woodlawn
3939,16480895,0.12971428571428573,7,75.0,7.0,9.0,7.0,8.0,10.0,7.0,$225.00,Near North Side
3940,16486129,0.40315,20,89.0,9.0,8.0,9.0,10.0,9.0,10.0,$26.00,North Lawndale
3941,16488933,0.218,1,60.0,10.0,8.0,10.0,10.0,10.0,10.0,$99.00,Armour Square
3942,16491080,0.33013333333333333,15,95.0,10.0,10.0,10.0,10.0,9.0,9.0,$149.00,Lake View
3943,16493494,0.2865,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$35.00,Lower West Side
3944,16496816,0.228,4,100.0,10.0,9.0,10.0,10.0,9.0,10.0,$28.00,South Chicago
3945,16502720,0.3057272727272728,33,94.0,9.0,9.0,10.0,10.0,10.0,10.0,$65.00,Lincoln Park
3946,16507782,0.3011538461538462,13,93.0,10.0,9.0,10.0,9.0,9.0,10.0,$180.00,West Town
3947,16515048,0.3388333333333333,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Near West Side
3948,16516883,0.4096,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$89.00,Lake View
3949,16517187,0.27266666666666667,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$149.00,Lake View
3950,16517516,0.22699999999999998,2,70.0,8.0,10.0,10.0,7.0,9.0,8.0,$229.00,Lake View
3951,16517575,0.1525,2,80.0,10.0,10.0,10.0,10.0,10.0,8.0,$75.00,North Center
3952,16517696,0.4468888888888889,9,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$79.00,Lake View
3953,16517889,0.34049999999999997,4,,,,,,,,$79.00,Lake View
3954,16518066,0.42325,4,90.0,10.0,9.0,10.0,10.0,10.0,9.0,$169.00,Near North Side
3955,16518218,0.3654285714285714,7,89.0,10.0,9.0,10.0,10.0,10.0,10.0,$120.00,Woodlawn
3956,16519674,0.1265,2,,,,,,,,$115.00,North Center
3957,16525923,0.4074,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$110.00,Logan Square
3958,16528086,0.27899999999999997,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$199.00,Near North Side
3959,16528632,0.4183333333333334,12,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$25.00,Humboldt Park
3960,16528767,0.3617777777777778,9,87.0,10.0,9.0,10.0,10.0,9.0,10.0,$29.00,Logan Square
3961,16528901,0.212,3,93.0,9.0,9.0,9.0,9.0,9.0,9.0,$45.00,Logan Square
3962,16539717,0.184,2,93.0,8.0,9.0,10.0,8.0,10.0,9.0,$129.00,Lincoln Park
3963,16545677,0.4270882352941177,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$139.00,Near West Side
3964,16554438,0.3952352941176471,17,98.0,10.0,9.0,10.0,10.0,10.0,10.0,$30.00,Uptown
3965,16555633,0.4023333333333334,3,87.0,9.0,10.0,10.0,9.0,10.0,9.0,$49.00,Avondale
3966,16556321,0.339,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$35.00,Irving Park
3967,16556957,0.4098,5,84.0,9.0,8.0,8.0,8.0,8.0,8.0,$125.00,Lake View
3968,16558681,0.300125,8,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$32.00,West Town
3969,16567888,0.3695,6,93.0,10.0,9.0,10.0,10.0,10.0,10.0,$95.00,West Town
3970,16568427,0.40449999999999997,2,100.0,9.0,9.0,10.0,10.0,8.0,9.0,$40.00,Near West Side
3971,16570848,0.26255555555555554,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Lake View
3972,16578506,0.31483333333333335,6,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$69.00,Near West Side
3973,16588514,0.136,2,100.0,9.0,10.0,10.0,10.0,10.0,10.0,$250.00,Lake View
3974,16589979,0.3477241379310344,29,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$28.00,West Town
3975,16592678,0.41147058823529414,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$28.00,West Town
3976,16597896,0.27616666666666667,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Avondale
3977,16598902,0.2803333333333333,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Lincoln Park
3978,16599263,0.36769999999999997,10,100.0,10.0,9.0,10.0,10.0,9.0,10.0,$110.00,Grand Boulevard
3979,16603769,0.40859999999999996,15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$110.00,Logan Square
3980,16605075,0.3794705882352942,17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Near North Side
3981,16617362,0.43127272727272725,11,93.0,9.0,9.0,9.0,10.0,10.0,9.0,$95.00,Near West Side
3982,16618981,0.351,1,100.0,10.0,10.0,10.0,10.0,8.0,8.0,$89.00,Mckinley Park
3983,16621902,0.2696,10,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$85.00,Avondale
3984,16630650,0.22125,4,88.0,10.0,8.0,10.0,10.0,10.0,9.0,$75.00,Lincoln Park
3985,16633767,0.394,2,80.0,9.0,7.0,9.0,9.0,9.0,8.0,$130.00,Bridgeport
3986,16634268,0.3796666666666666,9,84.0,8.0,8.0,9.0,9.0,9.0,9.0,$60.00,Lower West Side
3987,16636812,0.3021666666666667,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Near North Side
3988,16646072,0.43674999999999997,4,100.0,9.0,10.0,10.0,10.0,9.0,10.0,$42.00,Rogers Park
3989,16648346,0.3335,2,100.0,9.0,10.0,10.0,10.0,9.0,8.0,$75.00,Near West Side
3990,16649581,0.23557142857142857,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,Logan Square
3991,16658215,0.3815,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Logan Square
3992,16663655,0.28040000000000004,5,90.0,9.0,9.0,9.0,9.0,9.0,9.0,$129.00,Bridgeport
3993,16665876,0.5623333333333334,3,100.0,9.0,10.0,10.0,10.0,9.0,10.0,$119.00,Lake View
3994,16666230,0.36808571428571435,35,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Loop
3995,16673384,0.3448333333333333,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$70.00,Lake View
3996,16674476,0.3097,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$49.00,Edgewater
3997,16685411,0.3333333333333333,3,93.0,9.0,10.0,10.0,10.0,9.0,9.0,$88.00,Armour Square
3998,16687225,0.34646153846153843,26,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$49.00,Lincoln Park
3999,16687380,0.2936666666666667,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Uptown
4000,16687624,0.303,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$675.00,Near West Side
4001,16688203,0.20344444444444443,9,90.0,9.0,9.0,10.0,10.0,10.0,9.0,$60.00,Lake View
4002,16689440,0.3878333333333333,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$125.00,Logan Square
4003,16689548,0.34650000000000003,2,90.0,10.0,10.0,10.0,10.0,9.0,10.0,$100.00,Rogers Park
4004,16690759,0.40147619047619043,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$40.00,Logan Square
4005,16692254,0.33042857142857146,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Near South Side
4006,16701336,0.315,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$28.00,Lincoln Square
4007,16707059,0.361125,24,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$39.00,Logan Square
4008,16709779,0.39434374999999994,32,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$39.00,West Town
4009,16716143,0.36900000000000005,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$119.00,Edison Park
4010,16719674,0.239,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,West Town
4011,16720354,0.3058666666666667,15,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$50.00,Lower West Side
4012,16722428,0.24350000000000002,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$35.00,Near West Side
4013,16722545,0.233,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$115.00,Near North Side
4014,16722560,0.43200000000000005,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,West Town
4015,16723509,0.32,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$45.00,Chicago Lawn
4016,16723963,0.21739999999999998,5,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$105.00,Near North Side
4017,16726544,0.40700000000000003,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$399.00,Loop
4018,16731113,0.285,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,$80.00,Irving Park
4019,16739805,0.279,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Logan Square
4020,16742255,0.36265000000000003,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$399.00,Loop
4021,16750558,0.034,4,80.0,7.0,9.0,7.0,7.0,7.0,8.0,$200.00,Near West Side
4022,16751771,0.4228181818181818,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$39.00,Lake View
4023,16751957,0.35362499999999997,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$239.00,Lake View
4024,16757056,0.319,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$50.00,Lower West Side
4025,16763089,0.479,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$66.00,Lake View
4026,16763962,0.2595,2,100.0,9.0,10.0,10.0,9.0,9.0,10.0,$150.00,Lake View
4027,16764106,0.37175,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$225.00,Near North Side
4028,16767153,0.209125,8,83.0,8.0,9.0,9.0,9.0,10.0,8.0,$88.00,West Town
4029,16771414,0.40199999999999997,4,100.0,10.0,9.0,10.0,10.0,10.0,9.0,$98.00,Loop
4030,16778120,0.437,1,60.0,4.0,6.0,8.0,10.0,10.0,6.0,$45.00,Near North Side
4031,16781530,0.34405882352941175,17,91.0,9.0,9.0,10.0,10.0,9.0,10.0,$28.00,North Lawndale
4032,16793287,0.34440000000000004,10,87.0,9.0,8.0,10.0,10.0,10.0,9.0,$88.00,Lake View
4033,16797566,0.3376363636363636,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$79.00,Lincoln Park
4034,16799732,0.3548,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$49.00,Bridgeport
4035,16805644,0.206,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,$95.00,Lincoln Park
4036,16806319,0.4224444444444444,9,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$169.00,Lincoln Square
4037,16811881,0.183,2,70.0,9.0,8.0,10.0,8.0,10.0,9.0,$115.00,Near North Side
4038,16812497,0.263,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$575.00,West Town
4039,16814098,0.30586956521739134,23,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$62.00,Near North Side
4040,16814704,0.3203333333333333,15,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$50.00,Logan Square
4041,16823279,0.3581176470588235,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$119.00,Irving Park
4042,16824616,0.3925384615384616,13,92.0,9.0,10.0,10.0,10.0,9.0,10.0,$160.00,West Town
4043,16824773,0.239,1,80.0,10.0,8.0,10.0,10.0,10.0,8.0,$30.00,Rogers Park
4044,16826474,0.34790909090909095,11,92.0,10.0,8.0,10.0,10.0,9.0,10.0,$85.00,Lincoln Square
4045,16827583,0.20633333333333334,3,80.0,9.0,9.0,10.0,10.0,8.0,9.0,$30.00,Rogers Park
4046,16827863,0.46375,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$30.00,Rogers Park
4047,16830848,0.37083333333333335,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Edgewater
4048,16831457,0.40360000000000007,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Edgewater
4049,16836657,0.28385714285714286,14,83.0,8.0,9.0,9.0,10.0,9.0,9.0,$43.00,Hyde Park
4050,16837677,0.4146666666666667,9,96.0,10.0,9.0,10.0,9.0,10.0,9.0,$229.00,Lake View
4051,16839692,0.27025,4,75.0,9.0,9.0,10.0,10.0,10.0,8.0,$69.00,Logan Square
4052,16839975,0.357,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$185.00,Near North Side
4053,16845008,0.23920000000000002,10,92.0,10.0,10.0,10.0,10.0,10.0,9.0,$90.00,Near North Side
4054,16845862,0.2723,10,85.0,9.0,9.0,10.0,10.0,9.0,9.0,$120.00,Near North Side
4055,16853744,0.29233333333333333,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$299.00,West Town
4056,16854051,0.39581818181818185,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$28.00,Avondale
4057,16854441,0.4314166666666666,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$259.00,West Town
4058,16855993,0.4554444444444445,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$38.00,Avondale
4059,16869642,0.3791052631578947,19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Logan Square
4060,16873536,0.3840833333333333,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Near North Side
4061,16878118,0.222,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Logan Square
4062,16881419,0.3070833333333333,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$149.00,Irving Park
4063,16885114,0.2996666666666667,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$99.00,South Lawndale
4064,16885596,0.2751428571428571,7,84.0,9.0,8.0,9.0,9.0,10.0,9.0,$100.00,Lake View
4065,16896144,0.251,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$179.00,Near North Side
4066,16910723,0.5419999999999999,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,Near South Side
4067,16911368,0.2783333333333333,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$150.00,Lincoln Park
4068,16914048,0.403,17,93.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Near North Side
4069,16915870,0.34382352941176475,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,West Town
4070,16916051,0.33419999999999994,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,West Town
4071,16916107,0.34,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$60.00,Lower West Side
4072,16916553,0.5372,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$190.00,Lincoln Park
4073,16925222,0.3521190476190477,42,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$110.00,West Town
4074,16931469,0.335125,8,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$100.00,Irving Park
4075,16932097,0.27749999999999997,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Lake View
4076,16943388,0.41912499999999997,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$50.00,Lincoln Park
4077,16946246,0.3834285714285714,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$55.00,West Town
4078,16947311,0.3116666666666667,6,97.0,10.0,10.0,9.0,10.0,10.0,10.0,$59.00,Kenwood
4079,16947779,0.35212000000000004,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,Near North Side
4080,16963833,0.19099999999999998,6,84.0,8.0,8.0,9.0,10.0,10.0,8.0,$45.00,Logan Square
4081,16963865,0.4008333333333334,6,91.0,10.0,9.0,10.0,10.0,10.0,9.0,$149.00,West Town
4082,16964771,0.38200000000000006,23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$44.00,West Lawn
4083,16972611,0.117,1,60.0,8.0,6.0,8.0,8.0,10.0,8.0,$75.00,Lake View
4084,16973840,0.2852142857142857,14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Lake View
4085,16986137,0.38700000000000007,13,97.0,10.0,10.0,10.0,10.0,10.0,9.0,$45.00,Near West Side
4086,16996930,0.4338461538461539,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$45.00,West Town
4087,16997320,0.386,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$119.00,Edgewater
4088,16999307,0.31659999999999994,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$35.00,Uptown
