,id,sentiment_scores,number of reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,neighbourhood_cleansed
986,6202588,0.308,15,95.0,10.0,9.0,10.0,10.0,9.0,10.0,$100.00,Uptown
987,6210196,0.3119777777777777,135,90.0,9.0,8.0,10.0,10.0,10.0,9.0,$55.00,Loop
988,6211014,0.29736363636363633,99,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$50.00,Near North Side
989,6212418,0.31209090909090914,143,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$70.00,Logan Square
990,6216484,0.32818292682926825,82,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$135.00,Lake View
991,6225044,0.2780722891566265,83,90.0,9.0,8.0,10.0,10.0,10.0,9.0,$99.00,Avondale
992,6225547,0.25875000000000004,8,90.0,9.0,8.0,10.0,10.0,10.0,9.0,$300.00,Near North Side
993,6227959,0.29025352112676056,71,87.0,9.0,8.0,9.0,9.0,9.0,9.0,$88.00,Lake View
994,6229085,0.29607692307692307,26,95.0,9.0,10.0,10.0,10.0,10.0,9.0,$499.00,West Town
995,6232258,0.29279365079365083,63,93.0,9.0,10.0,10.0,10.0,9.0,9.0,$70.00,Humboldt Park
996,6234263,0.316,8,90.0,9.0,8.0,10.0,10.0,10.0,9.0,$76.00,Lake View
997,6243643,0.3203636363636364,33,98.0,10.0,9.0,10.0,10.0,10.0,10.0,$75.00,West Town
998,6245923,0.29135714285714276,42,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$240.00,Near North Side
999,6246314,0.33023076923076927,65,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$275.00,West Town
1000,6261301,0.29826851851851854,108,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$140.00,Lincoln Park
1001,6267679,0.3065128205128205,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Near North Side
1002,6272432,0.2932711864406779,59,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$65.00,West Town
1003,6277018,0.3388,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$69.00,Logan Square
1004,6277742,0.26300000000000007,22,93.0,10.0,10.0,10.0,10.0,9.0,9.0,$85.00,North Lawndale
1005,6288917,0.4065,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,$60.00,Dunning
1006,6290441,0.31842857142857134,42,98.0,10.0,10.0,10.0,10.0,10.0,9.0,$170.00,Logan Square
1007,6292490,0.27092857142857146,14,92.0,9.0,9.0,10.0,10.0,9.0,9.0,$165.00,West Town
1008,6305398,0.3075365853658537,41,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$154.00,Rogers Park
1009,6312726,0.30074999999999996,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$210.00,West Town
1010,6316235,0.2931463414634147,41,92.0,9.0,9.0,10.0,10.0,10.0,9.0,$250.00,Lincoln Square
1011,6319095,0.32221192052980147,151,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$105.00,West Town
1012,6321615,0.29819999999999997,15,93.0,10.0,9.0,10.0,10.0,10.0,10.0,$60.00,Logan Square
1013,6323369,0.3042222222222222,9,91.0,9.0,9.0,10.0,10.0,9.0,9.0,$95.00,Rogers Park
1014,6324363,0.29400000000000004,70,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$145.00,Rogers Park
1015,6325307,0.333,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$299.00,Albany Park
1016,6331758,0.37211111111111106,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$55.00,Rogers Park
1017,6343895,0.28825,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,$100.00,Beverly
1018,6344612,0.2834886363636364,88,91.0,9.0,9.0,10.0,10.0,9.0,9.0,$84.00,Uptown
1019,6345940,0.28330555555555553,72,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$275.00,Loop
1020,6346224,0.3474000000000001,60,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$69.00,Lake View
1021,6346374,0.3392564102564103,78,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$75.00,Lake View
1022,6354166,0.3072413793103448,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Rogers Park
1023,6360647,0.3195,2,90.0,10.0,10.0,10.0,9.0,10.0,9.0,$149.00,Near North Side
1024,6362890,0.3952,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Near North Side
1025,6373795,0.48179999999999995,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$147.00,Near South Side
1026,6374350,0.31825000000000014,32,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$77.00,North Center
1027,6374890,0.41436363636363643,11,96.0,10.0,10.0,10.0,10.0,9.0,9.0,$99.00,West Town
1028,6375348,0.26155384615384614,65,87.0,9.0,8.0,9.0,9.0,9.0,9.0,$75.00,Douglas
1029,6375968,0.33958620689655183,29,93.0,9.0,9.0,10.0,10.0,9.0,9.0,$35.00,West Ridge
1030,6376734,0.27749999999999997,2,80.0,9.0,7.0,10.0,10.0,9.0,7.0,$133.00,Loop
1031,6377862,0.2977142857142856,42,93.0,10.0,9.0,10.0,10.0,9.0,9.0,$41.00,Archer Heights
1032,6382314,0.34981818181818186,11,97.0,10.0,10.0,10.0,10.0,9.0,9.0,$199.00,Near South Side
1033,6382734,0.2772258064516128,31,99.0,10.0,10.0,10.0,10.0,10.0,9.0,$350.00,Lincoln Park
1034,6383040,0.3255,2,100.0,10.0,9.0,9.0,10.0,10.0,10.0,$289.00,Loop
1035,6383124,0.261,1,90.0,6.0,7.0,9.0,10.0,10.0,9.0,$155.00,Loop
1036,6383224,0.46024999999999994,4,92.0,9.0,9.0,10.0,10.0,9.0,8.0,$220.00,Loop
1037,6383376,0.271,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,$171.00,Near North Side
1038,6390952,0.3173981481481484,108,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,West Town
1039,6391342,0.3344642857142857,28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$80.00,West Town
1040,6403198,0.2786666666666667,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$129.00,Near North Side
1041,6404370,0.31629069767441864,86,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Rogers Park
1042,6406528,0.33125925925925914,27,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Edgewater
1043,6419072,0.30066666666666664,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$44.00,Irving Park
1044,6423299,0.3222307692307693,52,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$339.00,West Town
1045,6447131,0.30343333333333317,90,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$279.00,Near North Side
1046,6448319,0.2647466666666667,75,88.0,9.0,9.0,9.0,9.0,8.0,9.0,$100.00,East Garfield Park
1047,6448745,0.5105,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$39.00,Humboldt Park
1048,6460914,0.22790909090909087,11,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$80.00,West Ridge
1049,6463650,0.30392857142857144,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Kenwood
1050,6472628,0.24943750000000003,16,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$45.00,Lower West Side
1051,6475981,0.26976,25,95.0,10.0,9.0,10.0,10.0,9.0,9.0,$75.00,Logan Square
1052,6480445,0.3127916666666667,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Avondale
1053,6488146,0.259,2,90.0,9.0,9.0,9.0,10.0,10.0,9.0,$350.00,Loop
1054,6488243,0.308,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$160.00,Loop
1055,6499322,0.28926881720430125,93,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Armour Square
1056,6504076,0.31933333333333336,3,100.0,9.0,9.0,9.0,10.0,9.0,9.0,$35.00,Austin
1057,6504170,0.35605670103092785,194,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$119.00,West Town
1058,6506359,0.33380000000000004,5,93.0,9.0,10.0,10.0,9.0,10.0,9.0,$200.00,Loop
1059,6510361,0.29517460317460303,63,89.0,9.0,9.0,9.0,9.0,10.0,9.0,$90.00,Near North Side
1060,6511971,0.3150277777777778,72,95.0,10.0,10.0,10.0,10.0,9.0,9.0,$125.00,Near South Side
1061,6513021,0.3760434782608696,23,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$70.00,Hyde Park
1062,6515667,0.26223076923076927,13,83.0,9.0,10.0,9.0,8.0,10.0,9.0,$275.00,Lincoln Park
1063,6515813,0.28163157894736845,19,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$98.00,Irving Park
1064,6516410,0.32708695652173914,92,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,West Town
1065,6524346,0.30466666666666664,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Hyde Park
1066,6527596,0.28077083333333336,48,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$110.00,West Town
1067,6528643,0.31925000000000003,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$275.00,North Center
1068,6528832,0.17,3,100.0,8.0,10.0,10.0,10.0,10.0,9.0,$300.00,Lincoln Park
1069,6528867,0.33514285714285713,7,100.0,10.0,10.0,9.0,10.0,10.0,9.0,$325.00,Lincoln Park
1070,6528967,0.32275,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$390.00,North Center
1071,6553226,0.2963823529411765,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,West Town
1072,6555395,0.222,4,75.0,8.0,5.0,10.0,7.0,7.0,8.0,$108.00,Hegewisch
1073,6558625,0.29943478260869566,23,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$138.00,Edgewater
1074,6560525,0.2865555555555555,9,93.0,9.0,9.0,10.0,10.0,10.0,10.0,$99.00,Lincoln Park
1075,6570622,0.2694736842105263,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$117.00,Lincoln Park
1076,6572020,0.30983333333333335,18,91.0,10.0,9.0,10.0,10.0,9.0,10.0,$50.00,Belmont Cragin
1077,6575827,0.2772,10,92.0,9.0,9.0,9.0,9.0,10.0,9.0,$300.00,Near North Side
1078,6576714,0.3076666666666667,54,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$49.00,Woodlawn
1079,6577697,0.4246666666666667,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,$180.00,Logan Square
1080,6585861,0.3441111111111111,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$350.00,Lincoln Square
1081,6588681,0.3027934782608695,92,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Logan Square
1082,6589907,0.2775454545454545,22,90.0,9.0,9.0,9.0,9.0,10.0,9.0,$74.00,Irving Park
1083,6591294,0.31861904761904764,84,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$58.00,Uptown
1084,6602309,0.4043333333333334,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,Logan Square
1085,6610580,0.2381346153846153,52,90.0,9.0,9.0,10.0,10.0,9.0,9.0,$149.00,West Town
1086,6612044,0.3059714285714286,70,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Lincoln Square
1087,6613250,0.3461428571428572,28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$69.00,Kenwood
1088,6613263,0.27836363636363637,11,91.0,10.0,9.0,10.0,10.0,8.0,8.0,$180.00,South Lawndale
1089,6614198,0.2946666666666667,12,95.0,9.0,9.0,10.0,9.0,9.0,9.0,$125.00,Uptown
1090,6622853,0.3559387755102041,49,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Lincoln Park
1091,6627823,0.3100571428571428,35,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$170.00,Lake View
1092,6634916,0.3251818181818182,22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Lincoln Square
1093,6644005,0.3458181818181818,22,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$399.00,Lake View
1094,6644524,0.28511111111111104,36,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$300.00,West Town
1095,6653315,0.3003488372093023,43,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$110.00,Uptown
1096,6654182,0.2518888888888888,45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$119.00,Near North Side
1097,6655683,0.3678571428571429,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$325.00,Rogers Park
1098,6671151,0.2564444444444444,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$159.00,Uptown
1099,6672989,0.2817727272727273,22,93.0,10.0,9.0,10.0,10.0,10.0,10.0,$200.00,Lincoln Square
1100,6673071,0.25966666666666666,12,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$399.00,Lake View
1101,6674872,0.41739999999999994,5,88.0,10.0,9.0,9.0,9.0,9.0,9.0,$104.00,Near West Side
1102,6677879,0.27524999999999994,12,97.0,10.0,10.0,10.0,10.0,10.0,9.0,$129.00,Lake View
1103,6686012,0.31810784313725493,102,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Logan Square
1104,6686298,0.3089999999999999,38,93.0,9.0,9.0,10.0,10.0,9.0,9.0,$72.00,Uptown
1105,6688835,0.3021333333333333,15,97.0,10.0,10.0,9.0,10.0,10.0,10.0,$189.00,Lake View
1106,6690014,0.2825,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$400.00,Lake View
1107,6693367,0.3158904109589041,73,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Uptown
1108,6693396,0.16,1,80.0,10.0,8.0,8.0,10.0,10.0,8.0,$290.00,Loop
1109,6699565,0.28675,4,95.0,10.0,9.0,10.0,10.0,9.0,10.0,$105.00,Dunning
1110,6700654,0.30190243902439023,41,93.0,9.0,9.0,10.0,10.0,10.0,9.0,$119.00,Lincoln Park
1111,6705844,0.24407692307692305,13,98.0,9.0,9.0,10.0,10.0,10.0,10.0,$402.00,Near North Side
1112,6712154,0.273,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,Edgewater
1113,6712434,0.18933333333333335,3,67.0,9.0,8.0,9.0,10.0,7.0,6.0,$349.00,South Lawndale
1114,6713059,0.2905384615384615,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$48.00,Lincoln Square
1115,6713251,0.26499999999999996,11,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$275.00,North Center
1116,6713438,0.3466666666666667,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$600.00,Near North Side
1117,6716477,0.3961666666666667,6,97.0,9.0,10.0,10.0,10.0,10.0,10.0,$340.00,North Center
1118,6716705,0.29500000000000004,9,96.0,10.0,10.0,10.0,9.0,10.0,9.0,$340.00,North Center
1119,6717327,0.2637333333333334,15,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$75.00,North Park
1120,6724355,0.27407246376811595,69,95.0,10.0,10.0,10.0,10.0,8.0,9.0,$62.00,Woodlawn
1121,6730602,0.29942857142857143,14,99.0,10.0,10.0,10.0,10.0,10.0,9.0,$190.00,Lake View
1122,6731350,0.2758,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,$69.00,Logan Square
1123,6732036,0.2824666666666667,45,98.0,10.0,9.0,10.0,10.0,9.0,9.0,$160.00,Lower West Side
1124,6736478,0.129,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$115.00,Grand Boulevard
1125,6743785,0.2799000000000001,50,88.0,9.0,9.0,10.0,10.0,10.0,9.0,$115.00,Lake View
1126,6743908,0.3916666666666666,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$164.00,Loop
1127,6750168,0.31274626865671645,67,89.0,9.0,9.0,10.0,10.0,9.0,9.0,$150.00,West Town
1128,6750510,0.2957575757575758,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,$123.00,Near West Side
1129,6756977,0.2711333333333333,15,80.0,8.0,9.0,9.0,9.0,10.0,8.0,$115.00,Lake View
1130,6757098,0.34301408450704224,71,92.0,10.0,9.0,10.0,10.0,10.0,9.0,$149.00,West Town
1131,6759056,0.25158333333333327,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Lake View
1132,6763627,0.21800000000000003,2,70.0,8.0,7.0,10.0,9.0,9.0,8.0,$49.00,Logan Square
1133,6763763,0.2669705882352941,34,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$250.00,Near North Side
1134,6764230,0.2512727272727273,11,95.0,9.0,9.0,10.0,10.0,9.0,9.0,$35.00,Washington Park
1135,6764244,0.3427049180327868,61,96.0,10.0,10.0,10.0,10.0,9.0,9.0,$75.00,Logan Square
1136,6764833,0.2736136363636364,44,90.0,9.0,9.0,9.0,10.0,8.0,9.0,$49.00,Washington Park
1137,6765262,0.34188888888888885,9,97.0,10.0,10.0,9.0,10.0,10.0,10.0,$98.00,Lake View
1138,6767677,0.32953124999999994,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$105.00,West Town
1139,6768827,0.3425,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$92.00,Grand Boulevard
1140,6773167,0.1285,2,100.0,10.0,8.0,10.0,10.0,4.0,10.0,$99.00,Greater Grand Crossing
1141,6777362,0.3085,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$41.00,Douglas
1142,6780171,0.36850000000000005,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$275.00,North Center
1143,6780531,0.28840000000000005,10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,West Town
1144,6781104,0.3015142857142858,35,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$400.00,Douglas
1145,6782887,0.31874666666666657,75,90.0,9.0,9.0,9.0,9.0,10.0,9.0,$243.00,Near North Side
1146,6784999,0.3632727272727273,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$199.00,Near North Side
1147,6792661,0.257,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,$219.00,Lake View
1148,6793653,0.2592857142857143,7,95.0,10.0,10.0,10.0,9.0,10.0,10.0,$430.00,North Center
1149,6794333,0.2502142857142857,14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$275.00,Near South Side
1150,6801204,0.27484615384615385,13,88.0,10.0,8.0,10.0,10.0,10.0,10.0,$150.00,Logan Square
1151,6807789,0.37720000000000004,5,93.0,9.0,9.0,9.0,10.0,9.0,10.0,$25.00,West Ridge
1152,6811019,0.28431578947368424,19,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$80.00,Jefferson Park
1153,6824295,0.2966153846153846,13,94.0,10.0,10.0,10.0,10.0,9.0,9.0,$90.00,Lower West Side
1154,6830348,0.2958148148148148,27,90.0,9.0,10.0,10.0,10.0,9.0,10.0,$60.00,Jefferson Park
1155,6831232,0.2904666666666666,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Lake View
1156,6832650,0.27792307692307694,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,Logan Square
1157,6843452,0.327,3,100.0,9.0,10.0,10.0,10.0,10.0,10.0,$200.00,West Town
1158,6846209,0.308525,40,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$60.00,Humboldt Park
1159,6851841,0.298,3,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$47.00,Lower West Side
1160,6853688,0.353,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,North Center
1161,6853914,0.29950000000000004,6,97.0,9.0,9.0,9.0,10.0,9.0,9.0,$405.00,North Center
1162,6854069,0.2690909090909091,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,$250.00,Lincoln Park
1163,6855475,0.35190476190476183,21,97.0,10.0,10.0,10.0,10.0,9.0,9.0,$65.00,Portage Park
1164,6863046,0.2327142857142857,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$275.00,Lincoln Park
1165,6863178,0.2719166666666667,12,97.0,9.0,10.0,10.0,10.0,10.0,10.0,$475.00,Lincoln Park
1166,6864560,0.2982777777777777,18,95.0,10.0,9.0,9.0,10.0,9.0,9.0,$200.00,West Town
1167,6871142,0.3261111111111112,27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Edgewater
1168,6881079,0.36271428571428577,21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Uptown
1169,6884198,0.3223939393939394,33,90.0,9.0,9.0,10.0,10.0,10.0,9.0,$74.00,North Park
1170,6884326,0.3228317307692307,208,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$82.00,West Town
1171,6888244,0.3091111111111111,27,97.0,10.0,10.0,9.0,10.0,9.0,10.0,$50.00,Uptown
1172,6895813,0.37534482758620674,58,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Near North Side
1173,6897078,0.3536,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$149.00,West Town
1174,6898985,0.28446874999999994,32,90.0,9.0,9.0,10.0,10.0,8.0,9.0,$94.00,New City
1175,6900600,0.34550000000000003,16,91.0,9.0,10.0,9.0,9.0,8.0,9.0,$80.00,New City
1176,6900612,0.31522950819672146,61,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$35.00,Lower West Side
1177,6925326,0.39057142857142857,7,93.0,10.0,10.0,10.0,10.0,9.0,9.0,$40.00,Avondale
1178,6925567,0.3509811320754717,53,98.0,10.0,9.0,10.0,10.0,10.0,10.0,$299.00,Loop
1179,6930974,0.51,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$61.00,West Town
1180,6931714,0.31669230769230755,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,West Town
1181,6934815,0.2973623188405796,69,82.0,9.0,8.0,9.0,9.0,9.0,8.0,$104.00,West Town
1182,6935299,0.2654150943396226,53,82.0,9.0,9.0,9.0,9.0,9.0,8.0,$132.00,West Town
1183,6936695,0.2957142857142857,14,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$109.00,South Shore
1184,6939926,0.318,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Uptown
1185,6940725,0.2528666666666667,30,92.0,10.0,10.0,10.0,10.0,8.0,10.0,$74.00,South Shore
1186,6953009,0.2915333333333334,105,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$105.00,West Town
1187,6957055,0.4115,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$164.00,Loop
1188,6957460,0.3131351351351351,111,88.0,9.0,9.0,9.0,9.0,9.0,9.0,$22.00,Lower West Side
1189,6957805,0.3069300699300698,143,93.0,10.0,9.0,10.0,10.0,8.0,9.0,$53.00,East Garfield Park
1190,6958428,0.3404132231404958,121,94.0,10.0,9.0,10.0,10.0,10.0,9.0,$145.00,Near North Side
1191,6967492,0.30325,4,100.0,10.0,9.0,10.0,10.0,8.0,10.0,$45.00,Avondale
1192,6971002,0.2876,10,92.0,9.0,9.0,10.0,10.0,10.0,9.0,$190.00,Near North Side
1193,6975132,0.30354285714285717,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$72.00,Irving Park
1194,6975423,0.282,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$39.00,Irving Park
1195,6976501,0.2608399999999999,25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,Edgewater
1196,6987294,0.29583333333333334,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Lake View
1197,6990503,0.371,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,$141.00,Near West Side
1198,6991262,0.1855,36,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$47.00,Humboldt Park
1199,6992489,0.6373333333333333,3,92.0,10.0,10.0,10.0,10.0,10.0,9.0,$170.00,Near North Side
1200,6993421,0.3234653465346534,101,94.0,10.0,9.0,10.0,10.0,10.0,9.0,$150.00,Near North Side
1201,6994290,0.3083333333333333,45,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Logan Square
1202,7002438,0.3285,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$350.00,West Town
1203,7002468,0.37720000000000004,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$70.00,Uptown
1204,7004149,0.439,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$35.00,Avondale
1205,7020039,0.2748125,16,94.0,9.0,9.0,10.0,10.0,10.0,9.0,$175.00,Near North Side
1206,7022206,0.17466666666666666,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Lincoln Park
1207,7022457,0.23800000000000004,27,88.0,9.0,8.0,10.0,10.0,9.0,9.0,$100.00,Hyde Park
1208,7022703,0.30779999999999996,5,92.0,10.0,9.0,10.0,10.0,10.0,8.0,$180.00,Near West Side
1209,7025225,0.3137,30,91.0,9.0,10.0,10.0,10.0,10.0,9.0,$52.00,West Town
1210,7034822,0.3125,4,90.0,10.0,10.0,9.0,9.0,9.0,9.0,$105.00,West Town
1211,7036888,0.3260714285714286,42,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$96.00,Logan Square
1212,7044056,0.3054375,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$110.00,West Town
1213,7048360,0.3225999999999999,15,92.0,9.0,9.0,10.0,10.0,10.0,9.0,$50.00,Uptown
1214,7062359,0.3413457943925233,107,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$120.00,Lincoln Park
1215,7064250,0.28706250000000005,64,88.0,9.0,8.0,9.0,9.0,9.0,9.0,$96.00,Logan Square
1216,7065055,0.29212499999999997,16,90.0,10.0,10.0,10.0,10.0,10.0,9.0,$99.00,Near West Side
1217,7067466,0.32438461538461544,13,97.0,10.0,10.0,10.0,10.0,10.0,9.0,$96.00,North Center
1218,7070958,0.275,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$92.00,West Town
1219,7071432,0.3456461538461538,65,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Near North Side
1220,7071593,0.27518181818181814,11,98.0,10.0,10.0,10.0,10.0,9.0,9.0,$85.00,Avondale
1221,7073360,0.079,1,80.0,10.0,6.0,10.0,10.0,10.0,8.0,$115.00,Lake View
1222,7074653,0.31793103448275856,29,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$55.00,Irving Park
1223,7074668,0.227,2,100.0,10.0,10.0,,10.0,,,$245.00,Near North Side
1224,7075936,0.35356000000000004,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$70.00,Dunning
1225,7075989,0.36924999999999997,8,90.0,9.0,7.0,10.0,10.0,10.0,9.0,$55.00,Edgewater
1226,7084894,0.3402653061224488,98,97.0,10.0,9.0,10.0,10.0,10.0,10.0,$72.00,Lake View
1227,7092873,0.26,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$55.00,West Town
1228,7093083,0.413,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Loop
1229,7094014,0.3061176470588235,34,92.0,10.0,9.0,10.0,10.0,10.0,10.0,$37.00,Edgewater
1230,7095184,0.336237113402062,97,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,West Town
1231,7095238,0.28125000000000006,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$30.00,South Lawndale
1232,7096220,0.31582400000000016,125,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$130.00,West Town
1233,7097488,0.3026896551724139,58,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$215.00,West Town
1234,7115041,0.3397499999999999,56,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$290.00,Lincoln Park
1235,7115518,0.33025000000000004,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Near West Side
